,Tweets,Sentiment,compound_score,Negative_percentage,Neutral_precentage,Positive_percentage,Negative_score,Neutral_score,Positive_score
24707, The geek in me won.  I am building my own photoblog theme...,positive,0.4404,11.600000000000001,64.5,23.9,0.116,0.645,0.239
24708," haha Hey, Well if you were in the elevator you should have said more!",positive,0.6588,0.0,69.0,31.0,0.0,0.69,0.31
24709,starts tomorrow and I start to study again,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
24710,At natalies just finished work. Had the most AMAZING peanut butter sandwhich EVER. <3333 I miss your faceeee,positive,0.64,7.1,71.3,21.5,0.071,0.713,0.215
24711,Yeah  :p,positive,0.4939,0.0,0.0,100.0,0.0,0.0,1.0
24712,Twitter won`t let me update online. My update box won`t work.,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
24713," It`s a beautiful MN day, but I`m stuck inside playing Zelda.  I`ve gotta play at least 10 hrs. today.",positive,0.6428,9.9,59.4,30.7,0.099,0.594,0.307
24714,happy maders day,positive,0.5719,0.0,35.099999999999994,64.9,0.0,0.351,0.649
24715,_oliver  I was off by one year. I really wanted some of Jamies cooking books in ENGLISH!!!! not German.,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
24716," ahhhh.same here with Geometry, like i said b4, if i didn`t have it, i would be graduated!! so i feel ur pain hun!",negative,-0.3971,15.1,75.9,9.0,0.151,0.759,0.09
24717, they just said she was very elusive; should be tricky,negative,-0.1531,15.1,84.89999999999999,0.0,0.151,0.849,0.0
24718,_jackson already there`s none left  back to cabbage soup,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
24719,With Russ and Joe!,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
24720, dude... Can you really be a bachelor at this point?? Don`t worry about it.,negative,-0.504,20.0,80.0,0.0,0.2,0.8,0.0
24721,Tiesto in Vicky Park - how excellent,positive,0.5719,0.0,61.9,38.1,0.0,0.619,0.381
24722," sorry I missed you at the farm today, but DM me if you would like some photos from today",positive,0.3612,12.5,72.7,14.799999999999999,0.125,0.727,0.148
24723,anticipating a tough day ahead,negative,-0.128,27.3,72.7,0.0,0.273,0.727,0.0
24724," well, maybe you can always head for CNT. be sure to save some for me!",positive,0.784,0.0,60.3,39.7,0.0,0.603,0.397
24725, Sorry to hear that.  Keep the faith though.  I might not be as bad as you think.,positive,0.6542,6.2,66.8,27.0,0.062,0.668,0.27
24726, Yeah he`s also partial to JT and TI Dead and Gone and Pink`s Sobre,negative,-0.1197,21.4,54.6,24.0,0.214,0.546,0.24
24727,First steps on Twitter. Just checking,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
24728,back from dinner w. my family. i`m not meeting christine anymore  sunny weather tomorrow and a day out & about. i want red bull!,positive,0.5255,0.0,83.39999999999999,16.6,0.0,0.834,0.166
24729,heyya people!,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
24730," i did, haha. i`ll run is more suitable, at the moment.",positive,0.4588,0.0,76.9,23.1,0.0,0.769,0.231
24731, I missed out on carrot cake last night.  Hope you had fun .,positive,0.6124,12.0,54.300000000000004,33.7,0.12,0.543,0.337
24732,   Happy mother`s day to your moms.,positive,0.5719,0.0,57.49999999999999,42.5,0.0,0.575,0.425
24733,http://www.eabeauty.net - The world of beauty and pretty girls   I`m testing new version,positive,0.7906,0.0,61.1,38.9,0.0,0.611,0.389
24734," I know man, my day off and am pulling myself out of bed",neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
24735, ISP all sorted i gather?! cheers for the bday wish too,positive,0.7263,0.0,59.599999999999994,40.400000000000006,0.0,0.596,0.404
24736, ... so I can`t charge you by the hour then?,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
24737, No. That would be too easy. All I have is the user manual which is not enough for me to claim his bike,positive,0.4404,0.0,88.4,11.600000000000001,0.0,0.884,0.116
24738, No mine looks the same.,negative,-0.296,35.5,64.5,0.0,0.355,0.645,0.0
24739," Thanks for the link. I`ve been out of NY, missed many non-online bills so know how badly my score`s been hit",negative,-0.3947,21.0,68.0,11.0,0.21,0.68,0.11
24740, u have a lot  but the bad thing is we r gonna have finals all next week,negative,-0.6956,22.900000000000002,77.10000000000001,0.0,0.229,0.771,0.0
24741, You don`t get them anymore?,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
24742," I`M AWAKE, AND HAPPY!",positive,0.6114,0.0,42.9,57.099999999999994,0.0,0.429,0.571
24743,"early morning~2:30 am~what`s up? I am!~~!!played w/ my babies outside~wow~was in the 80`s~felt great!~~got lonely, misses sissy and jess",negative,-0.6776,24.7,75.3,0.0,0.247,0.753,0.0
24744,I WANT A GARDEN  sitting inside when it`s sunny sucks.,positive,0.3254,17.4,48.8,33.7,0.174,0.488,0.337
24745,"Last day of holydays, gotta get back to work    Anyway, 2 great weeks",positive,0.6249,0.0,74.5,25.5,0.0,0.745,0.255
24746,Such a long day!!! So much fun though  tomorrow will be just as much.,positive,0.6656,0.0,74.5,25.5,0.0,0.745,0.255
24747,Happy Star Wars day,neutral,0.0258,38.7,21.5,39.800000000000004,0.387,0.215,0.398
24748,happy mothers day x & go the dockers,positive,0.5719,0.0,65.4,34.599999999999994,0.0,0.654,0.346
24749,Going I sleep today was a long day happy mothers day to all the moms out there,positive,0.5719,0.0,81.2,18.8,0.0,0.812,0.188
24751," that same smell is wafting thru my grandparents house, papaw has the smoker going out back..we`ve got a long wait tho.",neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
24752,took the most amazing power nap ever. now its starbucks time.,positive,0.624,0.0,71.0,28.999999999999996,0.0,0.71,0.29
24753, nice! now gimmeh some nice stuff,positive,0.7088,0.0,40.400000000000006,59.599999999999994,0.0,0.404,0.596
24754," aw anytime, boo. I realized that all I need to have some fun are you guys.  We should change our pics to the poofy hair ones!",positive,0.5562,0.0,87.4,12.6,0.0,0.874,0.126
24755, maybe used to have. Besides without AC it`s too hot to sleep,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
24756,My cucumber has gone limp,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
24757,good morning/midday nation!  FORMULA ONE IN ONE HOUR!,positive,0.5399,0.0,66.8,33.2,0.0,0.668,0.332
24758,About to leave the fights. I`m tired and my voice hurts.,negative,-0.836,58.599999999999994,41.4,0.0,0.586,0.414,0.0
24759, hhaha kewl dude!!  but if u dont know & he does have a reason well thats another story mhmhmh...does he?,positive,0.5972,0.0,78.7,21.3,0.0,0.787,0.213
24760,_kiss I can`t find it on YouTube   only the concert versions....HELP!!!,positive,0.5684,0.0,73.1,26.900000000000002,0.0,0.731,0.269
24761,heading out to dinner in a minute - cant wait to have food.,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
24762,"_zero its cool, and thats good",positive,0.6369,0.0,43.5,56.49999999999999,0.0,0.435,0.565
24763, Kills me to see you online and not be able to say hello,negative,-0.5423,22.6,77.4,0.0,0.226,0.774,0.0
24764," You`re following Ellen, Oprah, and... me! I`m honored!",positive,0.658,0.0,61.5,38.5,0.0,0.615,0.385
24765,Charley horses in both legs all night. What the ****?,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
24766,Ok all have hit the point of relaxation.. heading to bed  sleep well and Happy Mother`s day to all you Moms out there!! Night,positive,0.8997,0.0,62.5,37.5,0.0,0.625,0.375
24767, you getting a ton of spam mail into your inbox?? I am too.... driving me insane!!,negative,-0.7306,30.5,69.5,0.0,0.305,0.695,0.0
24768,absolutely gutted that i`m not going to badu tonight.  you guys have fun...! just got home and need to head downtown now. gd this heat!,positive,0.5972,0.0,86.1,13.900000000000002,0.0,0.861,0.139
24769,where`s enthusiasm in meeeee,positive,0.4404,0.0,50.8,49.2,0.0,0.508,0.492
24770,i deffinately need to clean my bookbag. but no time! i need to leave in the next 5 seconds to not be late to school. ...oh well,positive,0.1759,12.9,72.1,15.0,0.129,0.721,0.15
24771," I hate doing em, but get dragged here by ... at least it`s a beautiful day",positive,0.5719,16.6,59.099999999999994,24.3,0.166,0.591,0.243
24772," don`t worry though,he will be fine",negative,-0.2732,33.300000000000004,46.0,20.7,0.333,0.46,0.207
24773,_bug68 Bill is super!! Thanks you!!,positive,0.8388,0.0,33.4,66.60000000000001,0.0,0.334,0.666
24774, Good to hear..!,positive,0.4926,0.0,38.5,61.5,0.0,0.385,0.615
24775,going out on thursdays is a terrible idea. i knew there was a reason i haven`t done it all quarter. *pops advil*,negative,-0.4767,12.9,87.1,0.0,0.129,0.871,0.0
24776, No FAIR!,negative,-0.4565,74.9,25.1,0.0,0.749,0.251,0.0
24777,Watching TV with the best people in the whole world !!!!! My Mum and My Sis Agus (: Love you all ! Twitter you later ha,positive,0.9448,0.0,59.199999999999996,40.8,0.0,0.592,0.408
24778,Getting bored sitting at the hotel room the entire day,negative,-0.2732,18.9,81.10000000000001,0.0,0.189,0.811,0.0
24779,is finally gotten online after logging 200km over the last two days on errands as the family driver  http://plurk.com/p/wxz12,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
24780,im pretty sure i miss watching 'Yo Gabba Gabba' with my niece,positive,0.5994,9.9,55.900000000000006,34.2,0.099,0.559,0.342
24782,#bgt It`s a shame that the Dreambears won`t get through,negative,-0.4767,25.6,74.4,0.0,0.256,0.744,0.0
24783,i dont like funerals,neutral,0.0191,33.5,31.8,34.699999999999996,0.335,0.318,0.347
24784,".... you are my sunshine, my only sunshine....",positive,0.7506,0.0,48.4,51.6,0.0,0.484,0.516
24785,"says 2 1/2 hours to go, uwian na. . .  [phplurk.com] http://plurk.com/p/sun82",neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
24786,The Taxi Q at Pelangi was super loooong.. and now I`m getting headaches because of the hot-cold transition,positive,0.5994,0.0,81.3,18.7,0.0,0.813,0.187
24787,Finally off work...long night.  Hangin with ,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
24788, break a leg  but don`t do it for real it just a saying :p ' good luck',positive,0.8847,0.0,57.49999999999999,42.5,0.0,0.575,0.425
24789,Just got home  interesting night,positive,0.4019,0.0,59.699999999999996,40.300000000000004,0.0,0.597,0.403
24790, John and I just bought four boxes of them,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
24791,Employee orientation for serco  yayy.. I`m excited/nervous!!!! Wish me luck!,positive,0.7825,0.0,53.800000000000004,46.2,0.0,0.538,0.462
24792,head hurt,negative,-0.5267,77.3,22.7,0.0,0.773,0.227,0.0
24793,Round and Round the Garden: The amazing thing is that he`s still talking to me!  http://rly.cc/JNFwN,positive,0.6239,0.0,78.60000000000001,21.4,0.0,0.786,0.214
24794," Whoah, slow down, you`re filling my screen! Maybe more effective if you spread tweets out?",positive,0.5697,0.0,79.2,20.8,0.0,0.792,0.208
24795,have been to portugal. and spain. and has a sore throat. scary?,negative,-0.6908,36.3,63.7,0.0,0.363,0.637,0.0
24796,Have been feeling very sick    had day off today... ARRRGH,negative,-0.4754,27.400000000000002,61.1,11.5,0.274,0.611,0.115
24797, aw thas good im glad your happy  i jus been chillin,positive,0.8625,0.0,45.5,54.50000000000001,0.0,0.455,0.545
24798, i didnt get the msg!! :`( but i bought princess,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
24799,Got back from Arizona yesterday.  Moved the furniture and stuff out of the Arizona house and shipped it to Redwood City.    How sad.,negative,-0.4767,12.4,87.6,0.0,0.124,0.876,0.0
24800,Just got back from the karaoke bar in the metreon!!! Watching millionaire matchmaker,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
24801, heyy are you ok...? i know it sucks having her in you dorm... but i assure you it will be ok,positive,0.631,6.800000000000001,70.19999999999999,23.0,0.068,0.702,0.23
24802,  Ah bad times   I hate exams. I feel so unprepared this time as well. Sucks haha.,negative,-0.6808,37.6,42.6,19.8,0.376,0.426,0.198
24803, Yessir,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
24804,Jane is really sad because she probably won`t get perfect on tonight`s quiz without the missing article. Should`ve asked someone for it.,positive,0.2948,12.1,67.9,20.0,0.121,0.679,0.2
24805,"_ritz alrighty, thnx  good night.",positive,0.4404,0.0,57.99999999999999,42.0,0.0,0.58,0.42
24806,"iigghhtt, just fur geet it. idc. idk. eh blah ugh. blah idk... hah..=] um yah.. immboredddd, ugh  ill just fuckitt",negative,-0.875,51.9,48.1,0.0,0.519,0.481,0.0
24807," No, I`m working on it all day Monday. Will try to remember to email but if you`re smart you`ll remind me.",positive,0.5499,0.0,84.89999999999999,15.1,0.0,0.849,0.151
24808,Doing make up for the school musical this week aaah,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
24809," Yes,it`s beautiful and i`m fortunate to live in the thick of it..Very relaxing",positive,0.875,0.0,50.0,50.0,0.0,0.5,0.5
24810,I`m my mom`s company picnic at a Lake Elsinore Storm game. Oh the things we do to please moms,positive,0.3182,0.0,88.7,11.3,0.0,0.887,0.113
24811,  My class will be at Chem Sc building. Will see the both of you after 5 yeah?,positive,0.296,0.0,87.9,12.1,0.0,0.879,0.121
24812, so excited for you and Paris ooh lala  i look forward to knowing you a long long time lovely ! hugs n kisses g,positive,0.9229,0.0,60.099999999999994,39.900000000000006,0.0,0.601,0.399
24813,Hadnt cried in such a long time,positive,0.2924,0.0,73.3,26.700000000000003,0.0,0.733,0.267
24814,  I wanted to beta test but saw the thread after the results were announced,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
24815, ...Now I`m going back to bed. LOL. Enjoy your time at the gym. I`ll be sleeping.,positive,0.7739,0.0,67.5,32.5,0.0,0.675,0.325
24816,Just got a new Ipod.  Life`s Good.,positive,0.4404,0.0,67.4,32.6,0.0,0.674,0.326
24817, yay!  excited?,positive,0.7263,0.0,0.0,100.0,0.0,0.0,1.0
24818, ..i`m a buffalo worshipper  ... maybe it is time to pay a visit to my preferred buff-schack in town. http://twitpic.com/4w2ls,positive,0.0516,6.7,85.7,7.6,0.067,0.857,0.076
24819,A year from now is graduation....i am pretty sure i`m not ready for it!?!?!?,positive,0.7009,10.5,54.900000000000006,34.5,0.105,0.549,0.345
24820, The Beatles? Those scousers with funny haircuts? More talent in The Banana Splits!,positive,0.768,0.0,62.3,37.7,0.0,0.623,0.377
24821, Indeed!,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
24822,has such a freakin migraine,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
24823,"Gusying up for  dinner, Bourbon & Branch, Zeitgeist and surprise party for Taylor!   Shh...",positive,0.6239,0.0,70.19999999999999,29.799999999999997,0.0,0.702,0.298
24824, there is always traffic heading back here to long island on fridays.,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
24825,hello thereeeeeee,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
24826," I`m jealous...i need 2 escape 2, lol.",positive,0.5423,0.0,52.6,47.4,0.0,0.526,0.474
24827, haha okay you were talking about middle college grad I think and I got worried,positive,0.4019,11.5,62.8,25.7,0.115,0.628,0.257
24828, i think i`ll be home more than i want to be next week - no work booked in for the forseeable.,negative,-0.1621,9.700000000000001,83.5,6.9,0.097,0.835,0.069
24829,"Ok time to study for bus law and ethics, gotta test today",positive,0.296,0.0,83.3,16.7,0.0,0.833,0.167
24830, Good work.I`ve only just managed to turn my studio on... I envy your productivity,positive,0.2023,12.4,70.6,17.1,0.124,0.706,0.171
24831, Bit of sunshine out there and it perks us all up  Especially when you have a mountain of towels to wash and get dry!,positive,0.5411,0.0,86.8,13.200000000000001,0.0,0.868,0.132
24832,There`s a spider in my room. Save me...,positive,0.4939,0.0,68.60000000000001,31.4,0.0,0.686,0.314
24833,"If you wanna read something, I recommend  http://estrella05azul.wordpress.com/",positive,0.3612,0.0,73.7,26.3,0.0,0.737,0.263
24834,Just got my dress for my friends wedding. Its a little tight in places. Gotta work out more,positive,0.4767,0.0,84.6,15.4,0.0,0.846,0.154
24835," don`t i know it! i live in the middle of nowhere, my house is spider central",neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
24836,Had a ton of fun w muffin today,positive,0.5106,0.0,68.0,32.0,0.0,0.68,0.32
24837,"I`m Twitter dumb. Just saw my '.com' & all the kind folks who`ve tweeted me. AH!So sorry, I`m not ignoring you, just SLOW.",positive,0.3291,15.6,64.3,20.1,0.156,0.643,0.201
24838,cook ; do you wanna measure my ****? its daddy-size.,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
24839, got it. Welchs grape too please,positive,0.3182,0.0,68.5,31.5,0.0,0.685,0.315
24840, I was going to send you the photo by DM but can`t as you not following me...,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
24841,finally graduation no more school ... im sick today,negative,-0.6705,44.0,56.00000000000001,0.0,0.44,0.56,0.0
24842,studying math ) it brought my brain to explode,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
24843,"P9 for Danica and your team... Not a end of the world, now is just hopes for a great race",positive,0.7845,0.0,72.3,27.700000000000003,0.0,0.723,0.277
24844,fighting again,negative,-0.3612,71.39999999999999,28.599999999999998,0.0,0.714,0.286,0.0
24845,Anyone know what to do when your pc keeps restarting itself?,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
24846, got it i`ll send you an email in a lil bit i have a lot to say,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
24847,Mothers day in 45 minutes west coast time.  Happy Mothers Day to all the mothers out there,positive,0.5719,0.0,81.2,18.8,0.0,0.812,0.188
24848," if you don`t mind, change your profile pic with a picture of you in UK. It`ll be fun",positive,0.5106,0.0,83.7,16.3,0.0,0.837,0.163
24849,The best I could do for proof of the crack  LOL  http://twitpic.com/66ust,positive,0.8286,0.0,56.39999999999999,43.6,0.0,0.564,0.436
24850,Star Trek was actually really good,positive,0.4927,0.0,61.0,39.0,0.0,0.61,0.39
24851, Neither could i! And i looked on ebay and it was like 250 euro for two!!!! but i doubt my parents would fork that amount out,negative,-0.5673,14.6,79.60000000000001,5.800000000000001,0.146,0.796,0.058
24852,Were at citibank I thought we were gonna go to grannys house but were no,negative,-0.4215,16.7,83.3,0.0,0.167,0.833,0.0
24853,"off to bed, night every onee",neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
24854," heyy dude, yuup thats it really hows your monday?  x",neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
24855, unfortunately I am stuck at work so I can`t get said prize,neutral,-0.0258,26.3,53.900000000000006,19.8,0.263,0.539,0.198
24856,psyching myself up for the next few days...oh my.,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
24857,"Just helped save a runaway dog. he didn`t want to be my friend, though.",positive,0.7717,0.0,58.8,41.199999999999996,0.0,0.588,0.412
24858, take a nap bedalii,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
24859,'AAARRRGGGGHHH' is the only thing that can decribe how I feel rite now!,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
24860, to go in their next live chat.,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
24861,OMJ! J.O.N.A.S. is the best tv show EVER!  ?,positive,0.6988,0.0,62.6,37.4,0.0,0.626,0.374
24862, yummy curry  save me some please lol,positive,0.8934,0.0,20.4,79.60000000000001,0.0,0.204,0.796
24863, y r we giving up on people?  I actually thought that way for a while too before I found someone who is very intriguing,positive,0.34,0.0,90.60000000000001,9.4,0.0,0.906,0.094
24864,Sitting at the Connection listening to the employees reminisce and mope about their last shift,negative,-0.4404,17.2,82.8,0.0,0.172,0.828,0.0
24865, The Northern Clemency.  But I don`t recommend it.  Too much description and not enough action. Too slow,positive,0.5023,0.0,83.1,16.900000000000002,0.0,0.831,0.169
24866,wish I can go to the Roots pinic,positive,0.4019,0.0,72.2,27.800000000000004,0.0,0.722,0.278
24867, morning Bill,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
24868,gonna go outside with my daddy... gonna take a ride with his new triumph!,positive,0.5255,0.0,79.3,20.7,0.0,0.793,0.207
24869,"Back from SOAP, soooo fun.",positive,0.5106,0.0,54.800000000000004,45.2,0.0,0.548,0.452
24870,"`Don`t call your mother, `cause now we`re partners in crime.` -KP",negative,-0.5423,25.900000000000002,74.1,0.0,0.259,0.741,0.0
24871,Just watched the 'Final Break' final prison break episode. It was great. Farewell Prison Break. You will be dearly missed.,negative,-0.2263,28.7,48.9,22.5,0.287,0.489,0.225
24872,Have just bought a TV tuner for my laptop.  He he.  I deserve a present,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
24873, I didn`t see this until after,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
24874, havin fun? x btw isnt it bowling? ****,positive,0.5661,0.0,65.7,34.300000000000004,0.0,0.657,0.343
24875,missed the #jonaswebcast,negative,-0.296,52.400000000000006,47.599999999999994,0.0,0.524,0.476,0.0
24876,Nungguin my Sista in law lahiran di RS Asih...kayaknya sih sore ini lahiran. Yeayy another baby girl in the family,negative,-0.3612,11.600000000000001,88.4,0.0,0.116,0.884,0.0
24877,_Robert ha that was ages ago!  youre in LA right? the weather is much better there...,positive,0.68,0.0,71.5,28.499999999999996,0.0,0.715,0.285
24878, oh no!!!  well..... When you get back lots of pictures!!!,positive,0.5053,0.0,73.4,26.6,0.0,0.734,0.266
24879,  I appreciate you,positive,0.4019,0.0,42.6,57.4,0.0,0.426,0.574
24880," Nicky, I LAND at 10pm, it will be like 10:40 before I get home! UGH! Wont be any fish fry left for me anyways",negative,-0.3853,14.399999999999999,76.9,8.7,0.144,0.769,0.087
24881,Welcome new followers also,positive,0.4588,0.0,50.0,50.0,0.0,0.5,0.5
24882,  i must have just missed you. I was down there until 9:40 or so. Not sure if I`ll make it down again,negative,-0.4874,17.2,82.8,0.0,0.172,0.828,0.0
24883, awwww  bew! you wont be here at all this summer?,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
24884, we are going all out!,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
24885, what?! Come as you are!!! But erock just left  bah D:,positive,0.7242,0.0,66.4,33.6,0.0,0.664,0.336
24886,last full day of vacation,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
24887,this sucks schools over and there is nothing to do,negative,-0.3612,21.7,78.3,0.0,0.217,0.783,0.0
24888, That is the 3rd NKOTB contest that Canadians can`t enter   The overseas fans have theirs now!  It`s bound to be our turn!,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
24889,just downloaded more music and videos on my ipod.,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
24890,I`m so hungry,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
24891,Off to bed I go to dream of a world where Wal-Mart and Liquor stores all get blown up,positive,0.25,0.0,90.0,10.0,0.0,0.9,0.1
24892,morning! just got my coffee,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
24893,"  it`s looking bright, so I think the sun will put in an appearance, and then guess what - lawn wants cutting !!",positive,0.4559,6.0,80.10000000000001,13.900000000000002,0.06,0.801,0.139
24894, ohhh ok. thats upsetting  sorry for wasting your time. ****,negative,-0.7269,50.4,49.6,0.0,0.504,0.496,0.0
24895,Hey  Mia!! Go to bed!!    (deangeloredman live > http://ustre.am/2NlC),negative,-0.5216,29.599999999999998,70.39999999999999,0.0,0.296,0.704,0.0
24896," I agree! mmm so good, i miss eating it with you tho",positive,0.6275,11.1,53.400000000000006,35.5,0.111,0.534,0.355
24897,is pumped and bummed all at the same time.......,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
24898,I forgot I moved 100 east...make that 8 hours home.,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
24899,So bummed that I can`t see LTJ in June  hoping for a UK yoke soon,positive,0.4215,0.0,83.3,16.7,0.0,0.833,0.167
24900, It`s a lie just like the restaraunt named 'Garfields'... he is nowhere to be found,positive,0.3612,0.0,84.8,15.2,0.0,0.848,0.152
24901, I just re-skinned. Still figuring why tweetsuite isn`t updating,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
24902, Two more tweets to go for 2345 tweets,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
24903, gotta play `Off the Wall` first tho,positive,0.34,0.0,71.39999999999999,28.599999999999998,0.0,0.714,0.286
24904,My eyes hurt,negative,-0.5267,63.0,37.0,0.0,0.63,0.37,0.0
24905, www.youtube.com/watch?v=9FtuV3xMrN0,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
24906,My TI89 died. I don`t know why.,negative,-0.5574,37.5,62.5,0.0,0.375,0.625,0.0
24907,unemployment line here i come.,negative,-0.4404,42.0,57.99999999999999,0.0,0.42,0.58,0.0
24908, two macaroons go into a bar....one says oh your a nut.  wow I need to get out more.,positive,0.5859,0.0,81.69999999999999,18.3,0.0,0.817,0.183
24909," factory ng Elmer`s? hihihi. sorry, corny! baka si ate ruby, alam!",negative,-0.2225,15.9,84.1,0.0,0.159,0.841,0.0
24910," thank you for accepting my request!! must take care of my little girl, maybe i write back later",positive,0.8353,0.0,62.8,37.2,0.0,0.628,0.372
24911,bad mood now,negative,-0.5423,63.6,36.4,0.0,0.636,0.364,0.0
24912,The CD  player in my car is broken.  So much for listening to my Kidz Bop Happy Meal CD.,positive,0.1531,13.0,71.39999999999999,15.5,0.13,0.714,0.155
24913,on our way home,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
24914,"It`s about time I let people know whats happenning, although I often wonder why I bother   but hey it`ll soon be Christmas........",negative,-0.1779,7.5,92.5,0.0,0.075,0.925,0.0
24915, oh @ work? poor boy,negative,-0.4767,43.7,56.3,0.0,0.437,0.563,0.0
24916,Happy mother`s Day!!!! No gift to your mother can ever equal her gift to you - life,positive,0.7478,10.0,57.9,32.1,0.1,0.579,0.321
24917, I found out this morning too.,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
24918,just wants to get it over and done with. I miss working,negative,-0.1531,12.7,87.3,0.0,0.127,0.873,0.0
24919,  I am not a ****! damnit!  [sending you an e-mail right now btw],positive,0.5204,0.0,78.10000000000001,21.9,0.0,0.781,0.219
24920, thats great I`ll make sure I get a copy,positive,0.7506,0.0,52.2,47.8,0.0,0.522,0.478
24921,going to bed,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
24922,pool party at sherraton n brodi had  a blast! the friends made the evening bbqd at home with great conversation  funky n lifted day!!,positive,0.8854,4.3999999999999995,62.2,33.5,0.044,0.622,0.335
24923, bl MUTHAFUCKIN ah!  I win!,positive,0.8264,0.0,28.1,71.89999999999999,0.0,0.281,0.719
24924,Getting a cleaning on tues then getting a tooth pulled on thurs. Then gotta schedule a bridge that might need a root canal--ugh.,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
24925,http://twitpic.com/4jax3 - Update Ableton Live,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
24926,loves her some worship papers. and had a fantastic day. the Lord is good. and constantly surprises me.,positive,0.9231,0.0,47.599999999999994,52.400000000000006,0.0,0.476,0.524
24927,@_cassian is there a game   !,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
24928, im good! im on my laptop using and external internet plug. i need to send it away to be fixed,positive,0.4926,0.0,85.6,14.399999999999999,0.0,0.856,0.144
24929,"still up, JUST GOT HOME.  ready to go to sleep..",positive,0.3612,0.0,78.3,21.7,0.0,0.783,0.217
24930," Good too thanks  So, you had a nice evening with your father? that`s cool  Thanks for the link BTW!!",positive,0.9244,0.0,49.3,50.7,0.0,0.493,0.507
24931,3 hours  oh my. Is it shorts weather do you know. I`d do my usual hanging out my window but the neighbours are out.,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
24932, serio barroca?? parabens!!!!!!! May the 4th be with you!,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
24933,"I`m in a pub garden,  its boiling,  hannah no likey,",negative,-0.296,19.6,80.4,0.0,0.196,0.804,0.0
